word,tweet_id,user_id,X_tweet_location,Y_tweet_location,day,month,year,hour,minutes,seconds,day_of_week,X_favoured_location,Y_favoured_location,tweet_count_at_location,text
exhibition,1.19069E+17,19825421,429933,438901,28,9,2011,16,18,58,4,429900,438900,3117,OK_ following the 4 nations game on November 5th_ We're off to the Nat. Army museum to see the War Horse exhibition. #lovevisitinglondon
exhibition,1.15028E+17,19825421,429933,438901,17,9,2011,12,44,19,7,429900,438900,3117,Looks like a trip to Huddersfield is coming up soon... http://t.co/p0DxV5p4 #artgeek Good to have a decent exhibition close by.
exhibition,1.64401E+17,19825421,429724,438934,31,1,2012,17,33,44,3,429900,438900,3117,@RodRhino hoping to get down to see the new exhibition before it ends.
exhibition,1.70456E+17,20375397,429084,433768,17,2,2012,10,34,16,6,430200,433100,1916,I absolutely have to go to the legendary Back to Basics flyer exhibition at @leedsgallery this weekend!
exhibition,1.23016E+17,20375397,430938,432985,9,10,2011,13,42,36,1,430200,433100,1916,Totally just tried and failed to wangle our way into a food exhibition at Clarence Dock in Leeds. Who knew they'd CHECK!
exhibition,1.57904E+17,20375397,429283,433111,13,1,2012,19,17,40,6,430200,433100,1916,Wow! I'm at the Glamourie exhibition in at PSL in Leeds. If you are around this evening you have to come see it! It's really good.
exhibition,1.34622E+17,20375397,429097,433803,10,11,2011,13,22,14,5,430200,433100,1916,I really want to go see the Hidden Heros exhibition at the Science Museum in London. It looks awesome! http://t.co/0QwtitsE
exhibition,1.93998E+17,386455399,426366,428517,22,4,2012,10,42,54,1,426300,428500,1523,11 AM to 3PM SUNDAY 22 APRILFine Art Exhibition Love Poem - Penelope Stutterheime 201 Portobello Road London http://t.co/0P9O8dUh
exhibition,2.36003E+17,386455399,426360,428509,16,8,2012,8,36,18,5,426300,428500,1523,Yorkshire Sculpture Park ...free admission !          See Joan Miro Exhibition  http://t.co/8mVsoSXl http://t.co/JbBvekgK
exhibition,1.99408E+17,386455399,426356,428522,7,5,2012,9,0,9,2,426300,428500,1523,@DeannaWiley No - Leeds artist Christine Jopling - who has had an exhibition in North Bar - does craft beer promotional stuff too...
exhibition,1.93997E+17,386455399,426361,428508,22,4,2012,10,38,23,1,426300,428500,1523,Love Poems - Fine Art Exhibition Penelope Stutterheime 201 Portobello RoadLondon TODAY   for superb fine Art http://t.co/0P9O8dUh
exhibition,2.20173E+17,116538336,429141,433495,3,7,2012,16,13,3,3,428900,433200,1353,@TheoMerrington I don't have a rail card? Probably won't be going. Too expensive. I really wanted to go to the Damien hirst exhibition
exhibition,1.11785E+17,24372980,429810,434245,8,9,2011,13,58,5,5,429800,433900,958,BforB Cambs FREE lunchtime meeting at Sept 15 Exhibition: on 15/Sep/11 in Cambridge by Business for... http://t.co/Zjo8HB0 Go2Event
exhibition,1.16394E+17,24372980,429810,434245,21,9,2011,7,12,3,4,429800,433900,958,The National Franchise Exhibition: on 30/Sep/11 in Birmingham by Clareville Communications http://t.co/mi7H5rw4 Go2Event
exhibition,2.07471E+17,24372980,429810,434245,29,5,2012,14,59,2,3,429800,433900,958,The British Franchise Exhibition: on 08/Jun/12 in Manchester by Clareville Communications http://t.co/mAiYZarL Go2Event
exhibition,1.14296E+17,24372980,429810,434245,15,9,2011,12,13,3,5,429800,433900,958,The World of Learning Conference and Exhibition: on 27/Sep/11 in Birmingham by Clareville Communications http://t.co/cSqyMNyL Go2Event
exhibition,1.80982E+17,15055813,413904,438063,17,3,2012,11,41,24,7,428900,433200,912,Really enjoying the David Hockney exhibition. (@ 1853 Gallery) [pic]: http://t.co/t2vcE21t
exhibition,2.08327E+17,870061,438168,423760,31,5,2012,23,38,19,5,438100,423700,901,I went to an art exhibition tonight. And a fashion show. I did well. Actually enjoyed it too.
exhibition,1.92991E+17,18265092,429882,433529,19,4,2012,15,58,42,5,433600,427000,759,@lottieyvette i want to Tie-Dye loads now haha i'm making loads for my major final exhibition :')x
exhibition,9.40591E+16,258057576,429434,434863,21,7,2011,16,0,11,5,427200,437100,499,If you're in Leeds centre waiting for your key to be cut or photos to be developed then go to the Damien Hirst exhibition_ it's a hoot!
exhibition,1.94762E+17,355480264,416897,438862,24,4,2012,13,19,5,3,416100,438700,435,Exhibition snooker from @judd147t some fierce shots but great cue ball control... & that double on the Black!#PureClass!
exhibition,1.27743E+17,22379233,429931,433997,22,10,2011,14,49,11,7,429500,434600,378,Now at a Damien Hirst exhibition.
exhibition,1.27748E+17,22379233,429929,433911,22,10,2011,15,8,32,7,429500,434600,378,@MrDamianLove yeah it says the angel is privately owned but they've let the exhibition rent it.
exhibition,1.78494E+17,165523720,431696,422816,10,3,2012,14,55,24,7,431700,422800,328,Where is the exhibition @Casa_Espresso?
exhibition,1.33172E+17,27744022,416060,432764,6,11,2011,13,21,57,1,405000,436700,301,At the excellent Daniel Meadows exhibition at the media museum.
exhibition,1.16554E+17,20197609,430575,433154,21,9,2011,17,45,22,4,430500,433100,298,Another Monday London pic from  Power of Making  exhibition a Gorilla made of coat hangers....outstanding! @l_d_f  http://t.co/nsOLMztC
exhibition,1.94424E+17,550007128,416276,432744,23,4,2012,14,54,55,2,411800,439200,271,Get along to the #hockney exhibition in #saltaire_ it's well worth a visit. @hiddenbradford @BuzzBradford @PPBradford http://t.co/8y1OPgEU
exhibition,1.98471E+17,111865223,432514,427149,4,5,2012,18,54,15,6,432500,427100,262,@ashswindells #InspiredBySport exhibition opened yest @MuseumofLondon.Runs until 13th May &amp; it's free! http://t.co/gdlelWsz  - u should go!
exhibition,2.43109E+17,106713698,436512,433783,4,9,2012,23,11,48,3,430100,433700,256,@Dara1966 I shall be booking tickets to visit the exhibition when it opens. Are you going to go Dara?
exhibition,2.14311E+17,106713698,436527,433798,17,6,2012,11,56,44,1,430100,433700,256,Might have a trip down to @BamalamaPosters for their 1972 exhibition. Here's one from Leeds Uni year after. #Bowie http://t.co/3fcivbI9
exhibition,2.02352E+17,20512178,427531,435859,15,5,2012,11,57,30,3,432800,456100,248,@DuncanSeamanYEP   Behind the Lens ( A exhibition of music photographs by Stuart Rhodes) at Harrogate Theatre. Opening night July 2nd 7.30pm
exhibition,9.21472E+16,51845207,431305,432715,16,7,2011,9,22,58,7,428900,433200,244,First though I have to go to a Damien Hirst exhibition in town with Chloe. I don't get art_ but he likes snooker so I'll give him a chance.
exhibition,9.29028E+16,51845207,431172,432828,18,7,2011,11,25,28,2,428900,433200,244,Damien Hirst exhibition was only 7 or 8 pieces_ was good that they had one of the formaldehyde pieces there. Had hoped for more though.
exhibition,2.13215E+17,482551473,429840,434012,14,6,2012,11,23,54,5,417400,444400,216,Is currently walking around the Queen Elizabeth II Exhibition at Leeds City Museum with @loralys and @beccamurdoch! #CecilBeaton si
exhibition,1.93291E+17,392257510,427960,435305,20,4,2012,11,53,43,6,427900,435300,213,@danencross how long are you in London for man? You should go see @davidshrigley's exhibition at the Hayward.
exhibition,1.1502E+17,275566591,429762,433846,17,9,2011,12,10,25,7,411200,447800,201,Damien Hirst exhibition Leeds. My opinion: load of crap_ not my style_ not talented. I like a good painting or sculpture.
exhibition,1.91156E+17,30520717,420625,445382,14,4,2012,14,29,48,7,420600,445400,194,Man city exhibition #Worldclass
exhibition,1.65135E+17,23420611,427926,435045,2,2,2012,18,11,46,5,427900,435000,181,Anyone want to come to London to the louboutin exhibition with me between march and July ?
exhibition,1.45965E+17,45444880,420139,440688,11,12,2011,20,34,29,1,420100,440600,179,Quality exhibition shot!
exhibition,1.23062E+17,191569476,429672,433222,9,10,2011,16,47,28,1,433700,417900,159,Went to the Grayson Perry exhibition at the British Museum -  Tomb of the Unknown Artist. Well worth it.
exhibition,2.13665E+17,213379634,435563,436245,15,6,2012,17,12,55,6,430100,431000,155,Right off to one of @DISC_Services #volunteers art exhibition then my working week will be complete
exhibition,1.43985E+17,43545238,413947,437848,6,12,2011,9,26,49,3,413400,421000,133,I'm at Exhibition Hall (Exhibition Road_ Saltaire) http://t.co/vwgSSx7a
exhibition,1.43985E+17,43545238,413947,437848,6,12,2011,9,26,49,3,413400,421000,133,I'm at Exhibition Hall (Exhibition Road_ Saltaire) http://t.co/vwgSSx7a
exhibition,2.13725E+17,433614260,432158,436286,15,6,2012,21,7,59,6,431900,437700,130,exhibition couldnt have gone better! 6 days to do it all over again cant wait! so happy right now #goodfeeling
exhibition,1.17192E+17,374542535,428736,434045,23,9,2011,12,0,42,6,429400,433500,127,TELESALES http://t.co/y399xDHO #Leeds Join our exciting new team this role will involve selling exhibition space to a wide audience #jcpLPP
exhibition,1.26669E+17,151682326,416045,432915,19,10,2011,15,40,53,4,430300,454100,124,The National Media Museum in Bradford has an early work exhibition of Daniel Meadows. Fucking good stuff.
exhibition,2.39097E+17,439391067,433356,435511,24,8,2012,21,27,43,6,433300,435500,119,@iMaIikster haha i did A-Level art and then because my teacher thought mine was good she put it in a solo exhibition to a few places
exhibition,1.27087E+17,371776953,429694,433821,20,10,2011,19,20,6,5,429600,433800,118,1 week to go! Don't miss our FREE event! Exhibition_ seminars & workshops: http://t.co/ZPP98bV6 #inspirecreate #ldf2011
exhibition,1.26366E+17,371776953,429694,433821,18,10,2011,19,35,5,3,429600,433800,118,Call for Entries! 2 days remaining to enter our exhibition. Find out more http://t.co/wsLA54pR #inspirecreate
exhibition,1.23411E+17,371776953,430578,434329,10,10,2011,15,55,5,2,429600,433800,118,Inspiration: Students create art & architecture exhibition pavilion_ working under the theme of  Re-use  http://ow.ly/6RJnK (via @core77)
exhibition,2.0529E+17,92317728,429544,434784,23,5,2012,14,33,7,4,430000,434300,114,Painting the viscom studio ready for our exhibition! Rather be in the sun tho..
exhibition,2.08872E+17,245531215,415747,446508,2,6,2012,11,45,9,7,415700,446400,107,@andieboskamp meeting Sme in otley for a darts exhibition at 7 ish then not sure! What you doing? X
exhibition,2.01941E+17,558655035,416657,430050,14,5,2012,8,43,38,2,447400,413600,105,Is off to beauty exhibition at Birmingham nec x
exhibition,8.61962E+16,20178546,430882,438131,29,6,2011,23,15,40,4,430800,438100,91,@culturevultures cool! I shall go to the exhibition_ find out whether I like his work when I see it for real rather than in the media
exhibition,1.74881E+17,169475407,429726,433754,29,2,2012,15,37,32,4,411000,437900,87,@GRElectrical  I trust the exhibition is going well & all and sundry like there corporate gifts from GR USB Pens & bags = sales.
exhibition,1.5253E+17,591313,433554,426994,29,12,2011,23,22,0,5,433500,426900,82,@DavidMorton359 So is this an exhibition/show I should see when I go up to West Cumbria for New Year this weekend?
exhibition,1.19025E+17,127517461,429336,435091,28,9,2011,13,23,57,4,429300,435000,82,Really nice day in Leeds... Perfect for going round the Damian Hirst exhibition #culturedbastard
exhibition,1.74224E+17,90971857,414161,425477,27,2,2012,20,6,19,2,414100,425400,75,I'm kicking myself now. Was in that there London yesterday and I'm sure I could have squeezed in the Hockney exhibition...
exhibition,1.86359E+17,467716929,413721,438343,1,4,2012,8,47,3,1,413700,438300,74,New art exhibition starts today at the cafe. 'ANGELS OF THE GARDEN' by Annette Toland
exhibition,1.88168E+17,467716929,420834,441185,6,4,2012,8,36,52,6,413700,438300,74,New art exhibition starts today at the cafe. 'ANGELS OF THE GARDEN' by Annette Toland http://t.co/YWy9ynPk
exhibition,1.81664E+17,467716929,420828,441174,19,3,2012,8,50,22,2,413700,438300,74,@TheHalfmooncafe: Photographic exhibition now showing by local artist Andree Freeman just one week to buy fabulous images of Saltaire
exhibition,1.97958E+17,467716929,413725,438342,3,5,2012,8,56,22,5,413700,438300,74,New art exhibition by David starley till 30th June
exhibition,1.95054E+17,375812326,424733,428878,25,4,2012,8,37,3,4,422600,428600,72,Manchester today for the BDA Exhibition. Freebies!!
exhibition,1.99486E+17,36926802,418361,435037,7,5,2012,14,8,42,2,415000,438200,72,Here for the last day of the Steampunk exhibition (@ Bradford Industrial Museum) http://t.co/P7zouHrF
exhibition,2.08484E+17,449860507,428316,435475,1,6,2012,10,3,17,6,428300,435400,71,@jamszic if I had the money to burn I would be there. He is still on my hit list. Exhibition costs mounting. Hope it pays off.
exhibition,1.23024E+17,27503131,413896,438049,9,10,2011,14,17,18,1,420000,441200,70,At the Hockney exhibition_ what an incredible man http://t.co/lze7guqj
exhibition,2.36153E+17,40645944,417862,438254,16,8,2012,18,31,37,5,417800,438200,69,Excellent idea to have an art exhibition in support of saving the @BradfordOdeon #Bradford #savetheodeon #positivetweetadayforaweekweek
exhibition,2.44472E+17,40645944,417866,438252,8,9,2012,17,25,59,7,417800,438200,69,Had a great day out in #Bradford with @P13DigitalMedia_ its_mikem and @OdeonSaveIt. Fabulous exhibition at South Square. #savetheodeon
exhibition,1.98103E+17,304362210,427154,436027,3,5,2012,18,34,55,5,427100,436000,67,In the last hour I've attended an art exhibition_ voted in the local election and bought organic milk. I'm such a grown-up these days.
exhibition,1.42015E+17,20192945,424655,437264,30,11,2011,22,59,8,4,424600,437200,65,@Lazarous_666 nice one_ these are going to be for an exhibition_ I'll probably use them as a prop for wedding fairs (different images) too.
exhibition,1.27087E+17,123260814,429694,433821,20,10,2011,19,20,11,5,429600,433800,63,1 week to go! Don't miss our FREE event! Exhibition_ seminars & workshops: http://t.co/hxEIhfiK #inspirecreate #ldf2011
exhibition,1.75263E+17,22912425,429234,434594,1,3,2012,16,55,21,5,429300,435600,60,@KayLinaBrown - love a bit of Miro!! Where's that exhibition taking place..??
exhibition,2.16931E+17,448092824,427458,436007,24,6,2012,17,29,24,1,434500,428300,59,Carlton CC U-9's are doing me proud.  Were playing an exhibition at Headingley before the Olympic flame arrives! http://t.co/Mq8C3Rmv
exhibition,9.32004E+16,37719170,429734,432709,19,7,2011,7,8,7,3,429700,432700,53,I think I shud check out Damien hirst's exhibition tonight
exhibition,2.04876E+17,198781568,428443,434600,22,5,2012,11,6,49,3,427900,424500,52,Thanks to the Leeds Grand Mosque for letting us visit their exhibition http://t.co/bqVT6C3k
exhibition,1.44905E+17,127294711,430264,433113,8,12,2011,22,24,52,5,430200,433100,50,@SparklyB Hey up! Is there a Xmas exhibition at your Uni? @rachtdesign was twittering something about it.
exhibition,1.46597E+17,127294711,430264,433121,13,12,2011,14,26,24,3,430200,433100,50,@TomInDisguise I'll have the diary please. In the Exhibition print. x
exhibition,1.86158E+17,162066517,416066,432768,31,3,2012,19,30,9,7,413600,437700,49,special #Bettakultcha at the Life OnLine Exhibition opening.... wahoo! (@ National Media Museum w/ 5 others) http://t.co/yqcNi7WS
exhibition,1.32496E+17,162066517,413628,437696,4,11,2011,16,36,39,6,413600,437700,49,Please RT: New Exhibition @ButterflyRooms tonight: FREE WINE + discount on some cracking works in oils - come_ drink the wine! #Saltaire
exhibition,2.23065E+17,562419424,424731,434923,11,7,2012,15,45,21,4,405800,423800,46,Halifax Art Exhibition 25th August http://t.co/pHoTycuy
exhibition,1.60781E+17,22938442,427262,438266,21,1,2012,17,50,33,7,429700,433700,45,@emmylovesthis dude_ I'm getting ready to go eat wit ma homies. Rofl looool lmao wtf. London sounds better! How did the exhibition go? Xx
exhibition,2.16461E+17,121778551,430766,433204,23,6,2012,10,19,44,7,430700,433200,40,Art exhibition today in Bradford photography museum! Getting  my contemporary on.
exhibition,1.734E+17,438333941,429707,433867,25,2,2012,13,34,4,7,441600,433200,39,Now at Leeds City Museum. Pharoah King of Egypt Exhibition.
exhibition,1.81001E+17,243327866,430405,433496,17,3,2012,12,56,30,7,429700,433100,38,Back to Basics Exhibition_ some crazy ass controversial artwork top draw from the UK's longest running club night. http://t.co/pCOcxMWS
exhibition,2.14141E+17,334736186,426200,436167,17,6,2012,0,43,45,1,426200,436100,37,First look at  Government  at Henry Moore Institute @HMILeeds Closes tomorrow sadly_ they've merged exhibition and gallery in exciting way.
exhibition,1.86081E+17,292874755,424502,423123,31,3,2012,14,23,22,7,420500,408800,37,@iWhirlwind form looking good jimmy it's like exhibition at joes club in Barnsley good to see
exhibition,2.1357E+17,523830378,424428,438356,15,6,2012,10,52,3,6,424400,438300,36,Great past couple of days :) exhibition went amazing_ and I've finally finished college. However I am going to miss everybody
exhibition,2.04217E+17,523830378,423241,437419,20,5,2012,15,27,23,1,424400,438300,36,Finally shot my exhibition images_ in the cutest vintage house you've ever seen :)
exhibition,1.14615E+17,14123137,415524,432876,16,9,2011,9,22,52,6,415500,432800,34,Played my first conked match in years_ a special exhibition match for US colleague. I lost to an in-form @michaelmaud  http://t.co/wdpaB59c
exhibition,9.11895E+16,14123137,416084,432736,13,7,2011,17,57,30,4,415500,432800,34,Visualisations for new exhibition look great @mediamuseum #TEDxBradford  http://t.co/q9GuXCa
exhibition,1.9476E+17,460343427,430287,433334,24,4,2012,13,11,26,3,430300,433000,29,@strawbleu Of finding it at all or the exhibition?
exhibition,2.00642E+17,84553443,429684,433837,10,5,2012,18,42,37,5,430200,433200,28,Diamond Jubilee Exhibition...Royal visits to Leeds...hoping to exhibit next! (@ Leeds Town Hall) http://t.co/zqJZcbXm
exhibition,1.4634E+17,208478604,418196,424620,12,12,2011,21,25,11,2,419000,423900,28,Ã’@britishmuseum: As 2011 draws to a close - what was your favourite exhibition that you saw this year_ anywhere in the world?Ã“
exhibition,1.56305E+17,149536085,430900,431848,9,1,2012,9,21,48,2,430900,431800,27,Ã’@cafe164 new exhibition from @WallArtRockers is up Come have a look and tell your friends_ not to be missed  featuring @philwallart !
exhibition,1.56308E+17,149536085,430898,431858,9,1,2012,9,36,41,2,430900,431800,27,Off to @cafe164 at lunch time to see @philwallart projectphotodoodle in the @wallartrockers exhibition #todaysplan
exhibition,1.63591E+17,85073841,418733,430409,29,1,2012,11,55,41,1,420100,428700,27,On my way to the steampunk exhibition at the industry museum with @WayneHanley @LaurenShinfield @darksatana @StephenAddy and @lizzaddy :-)
exhibition,1.44013E+17,149536085,430899,431848,6,12,2011,11,20,48,3,430900,431800,27,@stephenfry any chance of a RT to support the @ArtsMindsLeeds exhibition tonight at Leeds library featuring @philwallart Thanks
exhibition,1.25962E+17,25694631,430771,432943,17,10,2011,16,52,23,2,429700,433200,26,LEEDS: The Royal Armouries (http://t.co/sDjFRZuw) is a magnificent historical exhibition of firearms_ armour & weapons http://t.co/tNb1l6BC
exhibition,2.17391E+17,275973798,427806,435346,25,6,2012,23,58,30,2,427700,435300,26,@sophieforeman1 ha cheers! Yeah it'll be a laugh! Hope the exhibition goes well for you :) the bags you were working on looked sick x
exhibition,1.65438E+17,394709610,436953,437429,3,2,2012,14,14,27,6,435300,434100,26,Ã’@SalvosLeeds: New Art Exhibition - Running Views of Leeds Parks - Launch 7 February 2012 http://t.co/aCk9zpn5Ã“. + IMPRESSED!!
exhibition,1.64338E+17,20862836,429557,434807,31,1,2012,13,21,46,3,419700,437000,24,#LeedsCollegeOfArt #Viscom exhibition starts 2nd Feb until 17th!  Come down! @iamjamesdmurphy @AndrewCritchett
exhibition,1.64785E+17,14383031,430724,432893,1,2,2012,18,59,14,4,430700,432900,23,@TraceyPhoto @beamoogaloo @inspire2aspire @richardjeaton @roundfoundry @towerworks Sorry I've missed your exhibition Tracey_ hope went well.
exhibition,9.58451E+16,35853,431798,435183,26,7,2011,14,17,5,3,415300,430300,23,here for the copy/paste exhibition (@ Shine) http://4sq.com/n7wztS
exhibition,8.53275E+16,24222444,427358,437104,27,6,2011,13,43,59,2,426800,437700,21,Off to see my younger brother's end of year exhibition in Leeds.
exhibition,1.65764E+17,14868904,429822,434029,4,2,2012,11,50,34,7,421900,433100,21,Thought I'd pop in_ it's been a while! There's a 70s exhibition on! (@ Leeds City Museum) [pic]: http://t.co/zHk15OP5
exhibition,9.58454E+16,20310090,429888,433818,26,7,2011,14,18,8,3,429500,431700,18,At Damien Hirst's exhibition  @ Leeds City Art Gallery http://instagr.am/p/IkFU2/
exhibition,2.2954E+17,560668602,429613,433397,29,7,2012,12,33,55,1,429600,433300,16,England Uncensored exhibition by @peterdench now up! Pimm's and stroll round?
exhibition,1.44381E+17,63437896,429917,433818,7,12,2011,11,41,30,4,428300,416800,16,Landscape photography exhibition in Leeds if anyone fancies coming on the 16th http://t.co/oNpQgfjt
exhibition,1.47604E+17,63437896,429855,433868,16,12,2011,9,7,35,6,428300,416800,16,I'm at my landscape exhibition at the light in Leeds_ feel a bit overdressed http://t.co/4sYb7W72
exhibition,1.47622E+17,63437896,429888,433872,16,12,2011,10,18,38,6,428300,416800,16,Couple of nice comments about the exhibition already_ apparently I've made peoples mornings_ which is nice to hear
exhibition,1.89345E+17,6837332,416080,432783,9,4,2012,14,30,38,2,432300,438700,15,Spelling mistake in the otherwise excellent Life Online exhibition @mediamuseum http://t.co/V5iGDeZ7
exhibition,1.89726E+17,6837332,432298,438749,10,4,2012,15,46,28,3,432300,438700,15,@mediamuseum Great. Same spelling mistake is in the horse video in the animation exhibition. Plus 'separately' is spelt wrong_ apparently.
exhibition,1.9445E+17,418290228,428696,433665,23,4,2012,16,39,39,2,428700,433600,14,Having a mare sorting things for my exhibition ! & I'm also skint #disappointmentallaround
exhibition,9.15385E+16,12455292,429818,433728,14,7,2011,17,4,24,5,429700,433700,13,@culturevultures @LeedsPrinter I thought I made it clear we should go see Damien Hirst exhibition. My review was personal_ instant reaction.
exhibition,1.62832E+17,21078394,429783,434015,27,1,2012,9,38,28,6,422000,416100,13,Super sensational 70s exhibition @LeedsMuseums Millenium Sq opens in 20mins. Its groovy man. Reaction on air after 1000_ 92.4fm
exhibition,1.00962E+17,12455292,430278,433847,9,8,2011,17,8,31,3,429700,433700,13,Just published a very belated post on Jaume Plensa exhibition at #YSP over on @Culturevultures . . . And can't seem to see it. Oh well.
